Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC)
TAGGED,1301030504,AK,PWSA,H,WALLY NOERENBERG,1994,WALLY NOERENBERG,,PINK,FED FRY     ,0.26,,1995,LAKE BAY 223-40,5/5/1995,20170,12045477,T,2,AD,,,,
TAGGED,1301030413,AK,PWSA,H,WALLY NOERENBERG,1994,WALLY NOERENBERG,,PINK,FED FRY     ,0.31,,1995,LAKE BAY 223-40,4/29/1995,19685,11784356,T,2,AD,,,,
TAGGED,1301030415,AK,PWSA,H,WALLY NOERENBERG,1994,WALLY NOERENBERG,,PINK,FED FRY     ,0.28,,1995,LAKE BAY 223-40,5/1/1995,19626,11858128,T,2,AD,,,,
TAGGED,1301030610,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,CROOKED CR 221-60,CHUM,FED FRY     ,0.45,39,1995,SOLOMON GULCH 221-60,5/2/1995,3057,1393586,,2,AD,,,,
NOT TAGGED,!12962VFDA01,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,,COHO,SMOLT       ,,,1996,BOULDER BAY 221-50,6/18/1996,0,20000,,2,NO MARK,,,,
NOT TAGGED,!12962VFDA02,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,,COHO,SMOLT       ,15.9,,1996,SOLOMON GULCH 221-60,6/21/1996,0,1855823,,2,NO MARK,,,,
TAGGED,1301030605,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.31,37,1995,SOLOMON GULCH 221-60,5/5/1995,44606,26999046,,2,AD,,,,
TAGGED,1301030604,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.36,38,1995,SOLOMON GULCH 221-60,5/2/1995,42204,25937816,,2,AD,,,,
TAGGED,1301030607,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.29,35,1995,SOLOMON GULCH 221-60,5/5/1995,40824,24333581,,2,AD,,,,
TAGGED,1301030608,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.37,38,1995,SOLOMON GULCH 221-60,5/2/1995,52218,31917113,,2,AD,,,,
TAGGED,1301030602,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.35,38,1995,SOLOMON GULCH 221-60,5/2/1995,38238,24064548,,2,AD,,,,
TAGGED,1301030603,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.34,37,1995,SOLOMON GULCH 221-60,5/2/1995,41773,25360456,,2,AD,,,,
TAGGED,1301030606,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,JACK BAY 221-50,PINK,FED FRY     ,0.33,37,1995,SOLOMON GULCH 221-60,5/5/1995,45160,27148395,,2,AD,,,,
TAGGED,1301030609,AK,VFDA,H,SOLOMON GULCH,1994,SOLOMON GULCH 221-60,SIWASH CR,PINK,FED FRY     ,0.32,36,1995,SOLOMON GULCH 221-60,5/5/1995,32811,19610175,,2,AD,,,,
TAGGED,312531,AK,PWSA,M,(M) GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5.67,89,1997,SUMMIT LK 212-20,6/25/1997,11000,138675,,2,AD,,,,
TAGGED,312611,AK,PWSA,M,(M) GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5.56,88,1997,SUMMIT LK 212-20,7/5/1997,2623,20756,,2,AD,,,,
TAGGED,312523,AK,PWSA,M,(M) GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5.66,89,1997,SUMMIT LK 212-20,6/20/1997,17504,279718,,2,AD,,,,
TAGGED,312643,AK,PWSA,M,(M) GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5.56,88,1997,SUMMIT LK 212-20,6/28/1997,5769,55080,,2,AD,,,,
TAGGED,312610,AK,PWSA,M,(M) GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5.56,88,1997,SUMMIT LK 212-20,7/1/1997,2706,100216,,2,AD,,,,
TAGGED,312612,AK,PWSA,M,(M) GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,5.56,88,1997,SUMMIT LK 212-20,7/15/1997,1142,17658,,2,AD,,,,
TAGGED,1301031402,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.48,40,1996,SAWMILL BAY 226-40,5/11/1996,17090,10325538,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031401,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.52,40,1996,SAWMILL BAY 226-40,5/11/1996,16976,10374384,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031409,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.24,,1996,SAWMILL BAY 226-40,4/30/1996,13319,7877679,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031405,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.56,37,1996,SAWMILL BAY 226-40,5/24/1996,14476,8312086,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031407,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.47,37,1996,SAWMILL BAY 226-40,5/24/1996,14990,8594441,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031403,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.4,40,1996,SAWMILL BAY 226-40,5/11/1996,18284,10912648,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031406,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.52,37,1996,SAWMILL BAY 226-40,5/24/1996,15080,8638583,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031412,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.79,46,1996,SAWMILL BAY 226-40,5/24/1996,7268,4222195,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031315,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.66,40,1996,SAWMILL BAY 226-40,5/11/1996,17818,10768841,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031411,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.61,46,1996,SAWMILL BAY 226-40,5/24/1996,6955,4150370,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031408,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.47,37,1996,SAWMILL BAY 226-40,5/24/1996,15855,9745337,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031404,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.38,40,1996,SAWMILL BAY 226-40,5/11/1996,18130,10626187,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031410,AK,PWSA,H,A F KOERNIG,1995,A F KOERNIG,,PINK,FED FRY     ,0.71,46,1996,SAWMILL BAY 226-40,5/24/1996,6857,4088687,E,2,AD+TM,4H,01:01.4,AFK95,
TAGGED,1301031414,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.27,,1996,CANNERY CR 222-50,5/7/1996,16562,9934444,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031413,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.31,,1996,CANNERY CR 222-50,5/7/1996,16086,9615650,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031502,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.26,,1996,CANNERY CR 222-50,5/16/1996,16636,9973804,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031504,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.28,,1996,CANNERY CR 222-50,5/22/1996,16477,10764086,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031510,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.29,,1996,CANNERY CR 222-50,5/28/1996,16592,9978652,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031415,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.28,,1996,CANNERY CR 222-50,5/12/1996,16632,9971524,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031511,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.24,,1996,CANNERY CR 222-50,5/28/1996,9642,5785499,T,2,AD+TM,"3,2H","1:1.3,2.2",CCH95B,
TAGGED,1301031508,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.26,,1996,CANNERY CR 222-50,5/24/1996,15230,10232285,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031503,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.27,,1996,CANNERY CR 222-50,5/22/1996,16628,10291792,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031501,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.27,,1996,CANNERY CR 222-50,5/15/1996,16623,9978551,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031505,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.27,,1996,CANNERY CR 222-50,5/22/1996,16931,10703108,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031507,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.29,,1996,CANNERY CR 222-50,5/24/1996,16642,11213439,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031506,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.29,,1996,CANNERY CR 222-50,5/22/1996,16646,10979642,T,2,AD+TM,"3,3H","1:1.3,2.3",CCH95A,
TAGGED,1301031509,AK,PWSA,H,CANNERY CREEK,1995,CANNERY CR,CANNERY CR,PINK,FED FRY     ,0.29,,1996,CANNERY CR 222-50,5/28/1996,16732,11018655,T,2,AD+TM,"3,2H","1:1.3,2.2",CCH95B,
TAGGED,312644,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,8.64,99,1997,CROSSWIND LK 212-20,6/16/1997,6020,9939,C,2,AD,,,,
TAGGED,312521,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,7.22,95,1997,CROSSWIND LK 212-20,6/6/1997,32887,1380777,C,2,AD,,,,
TAGGED,1301031512,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,8.64,99,1997,CROSSWIND LK 212-20,6/21/1997,3204,3717,C,2,AD,,,,HALF LENGTH CODE CUT AS FULL LENGTH TAGS.
TAGGED,1301031314,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,8.64,99,1997,CROSSWIND LK 212-20,6/19/1997,8140,9466,C,2,AD,,,,HALF LENGTH CODE CUT AS FULL LENGTH TAGS.
TAGGED,1301030513,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,8.64,99,1997,CROSSWIND LK 212-20,6/21/1997,6611,7354,C,2,AD,,,,HALF LENGTH CODE CUT AS FULL LENGTH TAGS.
TAGGED,312520,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,9.37,100,1997,CROSSWIND LK 212-20,6/13/1997,25499,306510,C,2,AD,,,,
TAGGED,312519,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,7.01,95,1997,CROSSWIND LK 212-20,6/9/1997,25164,231566,C,2,AD,,,,
TAGGED,312642,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,8.64,99,1997,CROSSWIND LK 212-20,6/15/1997,11338,386742,C,2,AD,,,,
TAGGED,312645,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,8.64,99,1997,CROSSWIND LK 212-20,6/16/1997,3670,6053,C,2,AD,,,,
TAGGED,312649,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,10.38,103,1997,CROSSWIND LK 212-20,6/29/1997,2724,6676,C,2,AD,,,,
TAGGED,312648,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,10.38,103,1997,CROSSWIND LK 212-20,6/25/1997,2750,9848,C,2,AD,,,,
TAGGED,312646,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,10.38,103,1997,CROSSWIND LK 212-20,6/23/1997,2439,8308,C,2,AD,,,,
TAGGED,312647,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,10.38,103,1997,CROSSWIND LK 212-20,6/24/1997,2744,3642,C,2,AD,,,,
TAGGED,1301031313,AK,PWSA,H,GULKANA,1995,GULKANA,GULKANA R,SOCKEYE,PRESMOLT    ,8.64,99,1997,CROSSWIND LK 212-20,6/18/1997,7721,9885,C,2,AD,,,,HALF LENGTH CODE CUT AS FULL LENGTH TAGS.
NOT TAGGED,!12964PWSA10,AK,PWSA,H,GULKANA,1995,GULKANA R,,SOCKEYE,EMERGENT FRY,0.16,28,1996,PAXSON LK 212-20,6/5/1996,0,1524038,,2,NO MARK,,,,
NOT TAGGED,!12964PWSA09,AK,PWSA,H,GULKANA,1995,GULKANA R,,SOCKEYE,EMERGENT FRY,0.15,28,1996,PAXSON LK 212-20,6/30/1996,0,8338066,,2,NO MARK,,,,
NOT TAGGED,!12964PWSA08,AK,PWSA,H,GULKANA,1995,GULKANA R,,SOCKEYE,FED FRY     ,0.14,28,1996,PAXSON LK 212-20,6/5/1996,0,2379792,,2,NO MARK,,,,
TAGGED,312639,AK,PWSA,H,MAIN BAY,1995,MAIN BAY,EYAK LK,SOCKEYE,SMOLT       ,14.37,109,1997,MAIN BAY 225-20,5/22/1997,6726,131503,S,2,AD,,,,
TAGGED,312640,AK,PWSA,H,MAIN BAY,1995,MAIN BAY,ESHAMY LK,SOCKEYE,SMOLT       ,7.92,91,1997,MAIN BAY 225-20,5/23/1997,11157,435703,D,2,AD,,,,
TAGGED,312641,AK,PWSA,H,MAIN BAY,1995,MAIN BAY,ESHAMY LK,SOCKEYE,SMOLT       ,6.78,88,1997,MAIN BAY 225-20,5/23/1997,10326,409487,D,2,AD,,,,
TAGGED,312638,AK,PWSA,H,MAIN BAY,1995,MAIN BAY,COGHILL LK,SOCKEYE,SMOLT       ,14.19,109,1997,MAIN BAY 225-20,5/22/1997,6103,239023,S,2,AD,,,,
NOT TAGGED,!12971PWSA02,AK,PWSA,H,WALLY NOERENBERG,1995,DESHKA R,,CHINOOK,SMOLT       ,33,,1997,CHENEGA BAY 226-40,6/5/1997,0,49733,,2,NO MARK,,,,
NOT TAGGED,!12971PWSA01,AK,PWSA,H,WALLY NOERENBERG,1995,DESHKA R,,CHINOOK,SMOLT       ,33,,1997,FLEMING SPIT 221-10,6/2/1997,0,46111,,2,NO MARK,,,,
TAGGED,1301031010,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.83,,1996,LAKE BAY 223-40,5/20/1996,12241,6053396,E,2,AD,,,,
TAGGED,1301031101,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.78,,1996,LAKE BAY 223-40,5/29/1996,12400,6185578,E,2,AD,,,,
TAGGED,1301031112,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.72,,1996,LAKE BAY 223-40,5/20/1996,8356,3971575,E,2,AD,,,,
TAGGED,1301031012,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.96,,1996,LAKE BAY 223-40,5/20/1996,12422,5945065,E,2,AD,,,,
TAGGED,1301031110,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,2.17,,1996,LAKE BAY 223-40,5/20/1996,7936,3952852,E,2,AD,,,,
TAGGED,1301031015,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,2.21,,1996,LAKE BAY 223-40,5/29/1996,11692,5790214,E,2,AD,,,,
TAGGED,1301031011,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,2.13,,1996,LAKE BAY 223-40,5/29/1996,12145,6085466,E,2,AD,,,,
TAGGED,1301031014,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.56,,1996,LAKE BAY 223-40,5/29/1996,12712,6151698,E,2,AD,,,,
TAGGED,1301031108,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.16,,1996,LAKE BAY 223-40,6/2/1996,11723,5859004,E,2,AD,,,,
TAGGED,1301031106,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.21,,1996,LAKE BAY 223-40,6/2/1996,11808,5893352,E,2,AD,,,,
TAGGED,1301031013,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.95,,1996,LAKE BAY 223-40,5/29/1996,12549,6034868,E,2,AD,,,,
TAGGED,1301031111,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.86,,1996,LAKE BAY 223-40,5/20/1996,8164,4186500,E,2,AD,,,,
TAGGED,1301031107,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.06,,1996,LAKE BAY 223-40,6/2/1996,11745,5800014,E,2,AD,,,,
TAGGED,1301031009,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,2.02,,1996,LAKE BAY 223-40,5/20/1996,12027,5897211,E,2,AD,,,,
TAGGED,1301031109,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.08,,1996,LAKE BAY 223-40,6/2/1996,3480,1736731,E,2,AD,,,,
TAGGED,1301031104,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.46,,1996,PORT CHALMERS 227-20,5/28/1996,8798,4288283,E,2,AD,,,,
TAGGED,1301031102,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.38,,1996,PORT CHALMERS 227-20,5/25/1996,12515,6180096,E,2,AD,,,,
TAGGED,1301031103,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.34,,1996,PORT CHALMERS 227-20,5/25/1996,12544,6249265,E,2,AD,,,,
TAGGED,1301031105,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,WELLS R,CHUM,FED FRY     ,1.62,,1996,PORT CHALMERS 227-20,5/28/1996,12569,6053362,E,2,AD,,,,
NOT TAGGED,!12972PWSA02,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,COHO,SMOLT       ,16,,1997,FLEMING SPIT 221-10,6/2/1997,0,49583,,2,NO MARK,,,,
TAGGED,312636,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,POWER CR 212-10,COHO,SMOLT       ,15.42,,1997,LAKE BAY 223-40,6/10/1997,2984,53366,E,2,AD,,,,
TAGGED,312637,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,POWER CR 212-10,COHO,SMOLT       ,16.65,,1997,LAKE BAY 223-40,6/10/1997,2993,51578,E,2,AD,,,,
NOT TAGGED,!12972PWSA01,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,COHO,SMOLT       ,16,,1997,WHITTIER HBR 224-10,6/10/1997,0,49124,,2,NO MARK,,,,
TAGGED,1301031214,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.28,,1996,LAKE BAY 223-40,5/3/1996,10748,6400600,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031211,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.28,,1996,LAKE BAY 223-40,5/3/1996,11677,7010355,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031303,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.3,,1996,LAKE BAY 223-40,5/3/1996,12266,7227585,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031308,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.27,,1996,LAKE BAY 223-40,5/3/1996,12253,7372255,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031207,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.36,,1996,LAKE BAY 223-40,5/3/1996,11711,7131155,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031205,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.81,,1996,LAKE BAY 223-40,6/1/1996,4945,2689583,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031209,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.28,,1996,LAKE BAY 223-40,5/3/1996,11649,6958899,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031311,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.27,,1996,LAKE BAY 223-40,5/9/1996,12620,7757000,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031312,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.25,,1996,LAKE BAY 223-40,5/9/1996,12085,7179817,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031304,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.27,,1996,LAKE BAY 223-40,5/3/1996,12368,7320089,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031307,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.26,,1996,LAKE BAY 223-40,5/3/1996,11967,7342976,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031203,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,1.36,,1996,LAKE BAY 223-40,6/2/1996,5050,2996758,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031202,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,1.29,,1996,LAKE BAY 223-40,6/2/1996,4957,2851883,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031309,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.29,,1996,LAKE BAY 223-40,5/9/1996,12138,7288100,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031213,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.3,,1996,LAKE BAY 223-40,5/3/1996,11863,7093496,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031210,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.29,,1996,LAKE BAY 223-40,5/3/1996,11758,7089362,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031215,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.3,,1996,LAKE BAY 223-40,5/3/1996,11674,6922926,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031204,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,1.06,,1996,LAKE BAY 223-40,6/2/1996,4731,2850133,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031305,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.28,,1996,LAKE BAY 223-40,5/3/1996,12319,7304017,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031302,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.27,,1996,LAKE BAY 223-40,5/3/1996,12115,7173971,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031212,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.29,,1996,LAKE BAY 223-40,5/3/1996,11247,6737469,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031301,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.29,,1996,LAKE BAY 223-40,5/3/1996,12664,7585848,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031208,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.49,,1996,LAKE BAY 223-40,5/3/1996,12371,6768978,T,2,AD+TM,8H,01:01.8,WNH95PINK,
TAGGED,1301031306,AK,PWSA,H,WALLY NOERENBERG,1995,WALLY NOERENBERG,,PINK,FED FRY     ,0.28,,1996,LAKE BAY 223-40,5/3/1996,12309,7310726,T,2,AD+TM,8H,01:01.8,WNH95PINK,
